author,title,date,station,url,mp3_url,story_id
Гарри Гаррисон,Конечная станция,2000-03-02,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=336&filter=0&article=0&posits=1300&sortby=20&search=,http://mds.kallisto.ru/Garri_Garrison_-_Konechnaja_stancija.mp3,336
Гарри Гаррисон,Источник опасности,2000-03-02,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=335&filter=0&article=0&posits=1300&sortby=20&search=,http://mds.kallisto.ru/Garri_Garrison_-_Istochnik_opasnosti.mp3,335
Фред Саберхаген,Пролог,2000-03-09,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=340&filter=0&article=0&posits=1300&sortby=20&search=,http://mds.kallisto.ru/Fred_Saberhagen_-_Prolog_(Cikl_Berserker_Maska_Marsa).mp3,340
Фред Саберхаген,Мистер Шут,2000-03-09,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=339&filter=0&article=0&posits=1300&sortby=20&search=,http://mds.kallisto.ru/Fred_Saberhagen_-_Mister_Shut.mp3,339
Фред Саберхаген,Миротворец,2000-03-09,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=338&filter=0&article=0&posits=1300&sortby=20&search=,http://mds.kallisto.ru/Fred_Saberhagen_-_Mirotvorec.mp3,338
Терри Пратчетт,Море и рыбки,1999-12-02,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=295&filter=0&article=0&posits=1300&sortby=20&search=,http://mds.kallisto.ru/Terri_i_Lin_Pratchett_-_More_i_rybki.mp3,295
Генри Каттнер,Этот мир - мой,1999-12-09,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=296&filter=0&article=0&posits=1300&sortby=20&search=,http://mds.kallisto.ru/Genri_Kattner_-_Etot_mir_-_moj_04.mp3,296
Генри Каттнер,Голос омара,1999-12-16,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=297&filter=0&article=0&posits=1300&sortby=20&search=,http://mds.kallisto.ru/Genri_Kattner_-_Golos_omara.mp3,297
Станислав Лем,Рассказ Пиркса,1999-12-23,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=298&filter=0&article=0&posits=1300&sortby=20&search=,http://mds.kallisto.ru/Stanislav_Lem_-_Rasskaz_Pirksa_03.mp3,298
Хорхе Луис Борхес,Антология фантастической литературы,1999-12-31,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=316&filter=0&article=0&posits=1300&sortby=20&search=,http://mds.kallisto.ru/Horhe_Luis_Borhes_-_Antologija_fantasticheskoj_literatury.mp3,316
Николай Васильевич Гоголь,Ночь перед рождеством,2000-01-06,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=318&filter=0&article=0&posits=1300&sortby=20&search=,http://mds.kallisto.ru/Nikolaj_Gogol'_-_Noch'_pered_Rozhdestvom_04.mp3,318
Гарри Гаррисон,У водопада,2000-01-13,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=320&filter=0&article=0&posits=1300&sortby=20&search=,http://mds.kallisto.ru/Garri_Garrison_-_U_vodopada.mp3,320
Гарри Гаррисон,Последняя встреча,2000-01-13,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=319&filter=0&article=0&posits=1300&sortby=20&search=,http://mds.kallisto.ru/Garri_Garrison_-_Poslednjaja_vstrecha.mp3,319
Джек Холдеман II,Сила воли,2000-01-20,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=323&filter=0&article=0&posits=1300&sortby=20&search=,http://mds.kallisto.ru/Rodzher_Zheljazny_-_Sila_voli.mp3,323
Роджер Желязны,Седьмое боевое искусство,2000-01-20,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=322&filter=0&article=0&posits=1300&sortby=20&search=,http://mds.kallisto.ru/Rodzher_Zheljazny_-_Sed'moe_boevoe_iskusstvo.mp3,322
Роджер Желязны,Лёгкая жизнь,2000-01-20,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=321&filter=0&article=0&posits=1300&sortby=20&search=,http://mds.kallisto.ru/Rodzher_Zheljazny_-_Ljogkaja_zhizn'.mp3,321
Роджер Желязны,Сердитая сороконожка,2000-01-27,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=325&filter=0&article=0&posits=1300&sortby=20&search=,http://mds.kallisto.ru/Rodzher_Zheljazny_-_Serditaja_sorokonozhka.mp3,325
Роджер Желязны,Бесстрашный,2000-01-27,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=324&filter=0&article=0&posits=1300&sortby=20&search=,http://mds.kallisto.ru/Rodzher_Zheljazny_-_Besstrashnyj.mp3,324
Уаймен Гвин,Планерята,2000-02-03,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=327&filter=0&article=0&posits=1300&sortby=20&search=,http://mds.kallisto.ru/Uajmen_Gvin_-_Planerjata.mp3,327
Виктор Пелевин,Поколение П (часть 8),1999-10-07,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=282&filter=0&article=0&posits=1300&sortby=20&search=,http://mds.kallisto.ru/Viktor_Pelevin_-_Generation_P_08.mp3,282
Виктор Пелевин,Поколение П (часть 7),1999-10-07,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1342&filter=0&article=0&posits=1300&sortby=20&search=,http://mds.kallisto.ru/Viktor_Pelevin_-_Generation_P_07.mp3,1342
Виктор Пелевин,Поколение П (часть 9),1999-10-14,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=283&filter=0&article=0&posits=1300&sortby=20&search=,http://mds.kallisto.ru/Viktor_Pelevin_-_Generation_P_09.mp3,283
Виктор Пелевин,Поколение П (часть 10),1999-10-21,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=285&filter=0&article=0&posits=1300&sortby=20&search=,http://mds.kallisto.ru/Viktor_Pelevin_-_Generation_P_10.mp3,285
Виктор Пелевин,Жанр Фэнтези,1999-10-21,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=284&filter=0&article=0&posits=1300&sortby=20&search=,,284
Джон Морреси,Баллада о прекрасной даме,1999-10-28,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=288&filter=0&article=0&posits=1300&sortby=20&search=,http://mds.kallisto.ru/Dzhon_Morresi_-_Ballada_o_prekrasnoj_dame.mp3,288
Василий Купцов,Трудно быть богом,1999-10-28,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=287&filter=0&article=0&posits=1300&sortby=20&search=,http://mds.kallisto.ru/Vasilij_Kupcov_-_Trudno_byt'_Bogom.mp3,287
Василий Купцов,Красивая все-таки это штука - северное сияние,1999-10-28,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=286&filter=0&article=0&posits=1300&sortby=20&search=,http://mds.kallisto.ru/Vasilij_Kupcov_-_Krasivaja_vse-taki_eto_shtuka_-_severnoe_sijanie.mp3,286
Рафаэль Лафферти,Семь дней ужаса,1999-11-04,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=291&filter=0&article=0&posits=1300&sortby=20&search=,http://mds.kallisto.ru/Rafael_Lefferti_-_Sem'_dnej_uzhasa.mp3,291
Джон Гордон,Честность - лучшая политика,1999-11-04,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=290&filter=0&article=0&posits=1300&sortby=20&search=,http://mds.kallisto.ru/Dzhon_Gordon_-_Chestnost'_-_luchshaja_politika.mp3,290
Джеймс Типтри,Что нам делать дальше?,1999-11-04,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=289&filter=0&article=0&posits=1300&sortby=20&search=,http://mds.kallisto.ru/Dzhejms_Tiptri-ml_-_Chto_nam_delat'_dal'she!.mp3,289
Джон Бойтон Пристли,31 июня (часть 1),1999-11-11,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=292&filter=0&article=0&posits=1300&sortby=20&search=,http://mds.kallisto.ru/Dzhon_Bojnton_Pristli_-_31e_ijunja_(glava_01-05).mp3,292
Джон Бойтон Пристли,31 июня (часть 2),1999-11-18,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=293&filter=0&article=0&posits=1300&sortby=20&search=,http://mds.kallisto.ru/Dzhon_Bojnton_Pristli_-_31e_ijunja_(glava_06-10).mp3,293
Джон Бойтон Пристли,31 июня (часть 3),1999-11-25,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=294&filter=0&article=0&posits=1300&sortby=20&search=,http://mds.kallisto.ru/Dzhon_Bojnton_Pristli_-_31e_ijunja_(glava_11-15).mp3,294
Теодор Старджон,Таксидермист,1999-09-02,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=277&filter=0&article=0&posits=1350&sortby=20&search=,http://mds.kallisto.ru/Teodor_Stardzhon_-_Taksidermist.mp3,277
Теодор Старджон,Настоящее ничто,1999-09-02,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=276&filter=0&article=0&posits=1350&sortby=20&search=,http://mds.kallisto.ru/Teodor_Stardzhon_-_Nastojaschee_nichto.mp3,276
Кейт Лаумер,Бронзовый Бог,1999-09-09,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=278&filter=0&article=0&posits=1350&sortby=20&search=,http://mds.kallisto.ru/Kejt_Laumer_-_Bronzovyj_Bog.mp3,278
Виктор Пелевин,Поколение П (часть 2),1999-09-16,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1339&filter=0&article=0&posits=1350&sortby=20&search=,http://mds.kallisto.ru/Viktor_Pelevin_-_Generation_P_02.mp3,1339
Виктор Пелевин,Поколение П (часть 1),1999-09-16,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=279&filter=0&article=0&posits=1350&sortby=20&search=,,279
Виктор Пелевин,Поколение П (часть 4),1999-09-23,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1340&filter=0&article=0&posits=1350&sortby=20&search=,http://mds.kallisto.ru/Viktor_Pelevin_-_Generation_P_04.mp3,1340
Виктор Пелевин,Поколение П (часть 3),1999-09-23,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=280&filter=0&article=0&posits=1350&sortby=20&search=,http://mds.kallisto.ru/Viktor_Pelevin_-_Generation_P_03.mp3,280
Виктор Пелевин,Поколение П (часть 6),1999-09-30,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=281&filter=0&article=0&posits=1350&sortby=20&search=,http://mds.kallisto.ru/Viktor_Pelevin_-_Generation_P_06.mp3,281
Виктор Пелевин,Поколение П (часть 5),1999-09-30,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1341&filter=0&article=0&posits=1350&sortby=20&search=,http://mds.kallisto.ru/Viktor_Pelevin_-_Generation_P_05.mp3,1341
Брюс Стерлинг,Велосипедный мастер,1999-06-24,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=263&filter=0&article=0&posits=1350&sortby=20&search=,http://mds.kallisto.ru/Brjus_Sterling_-_Velosipednyj_master.mp3,263
Лоис Буджолд,Плетельщица снов,1999-07-01,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=265&filter=0&article=0&posits=1350&sortby=20&search=,http://mds.kallisto.ru/Lois_Budzhold_-_Pletel'schica_snov.mp3,265
Генри Каттнер,Здесь был гном,1999-07-08,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=266&filter=0&article=0&posits=1350&sortby=20&search=,http://mds.kallisto.ru/Genri_Kattner_-_Zdes'_byl_gnom.mp3,266
Джон Рональд Руэл Толкиен,О волшебных историях,1999-07-15,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1337&filter=0&article=0&posits=1350&sortby=20&search=,,1337
Джон Рональд Руэл Толкиен,Лист работы Мелкина,1999-07-15,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=267&filter=0&article=0&posits=1350&sortby=20&search=,,267
Кейт Лаумер,Протокол,1999-07-22,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=269&filter=0&article=0&posits=1350&sortby=20&search=,http://mds.kallisto.ru/Kejt_Laumer_-_Protokol.mp3,269
Кейт Лаумер,Запечатанные инструкции,1999-07-22,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=268&filter=0&article=0&posits=1350&sortby=20&search=,http://mds.kallisto.ru/Kejt_Laumer_-_Zapechatannye_instrukcii.mp3,268
Роберт Шекли,"Место, где царит зло",1999-07-29,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=270&filter=0&article=0&posits=1350&sortby=20&search=,"http://mds.kallisto.ru/Robert_Shekli_-_Mesto,_gde_carit_zlo.mp3",270
Роберт Шекли,В стране чистых красок (часть 2),1999-08-05,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=272&filter=0&article=0&posits=1350&sortby=20&search=,http://mds.kallisto.ru/Robert_Shekli_-_V_strane_chistyh_krasok_02.mp3,272
Роберт Шекли,В стране чистых красок (часть 1),1999-08-05,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=271&filter=0&article=0&posits=1350&sortby=20&search=,http://mds.kallisto.ru/Robert_Shekli_-_V_strane_chistyh_krasok_01.mp3,271
Роберт Шекли,В стране чистых красок (часть 3),1999-08-12,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1171&filter=0&article=0&posits=1350&sortby=20&search=,http://mds.kallisto.ru/Robert_Shekli_-_V_strane_chistyh_krasok_03.mp3,1171
Роберт Шекли,Последнее слово,1999-08-12,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=273&filter=0&article=0&posits=1350&sortby=20&search=,http://mds.kallisto.ru/Robert_Shekli_-_Poslednee_slovo.mp3,273
Камасутра,О любви,1999-08-19,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=274&filter=0&article=0&posits=1350&sortby=20&search=,http://mds.kallisto.ru/Kamasutra_-_Glava_3_chast_3.mp3,274
Теодор Старджон,"Быстрый как молния, гладкий как шёлк",1999-08-26,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=275&filter=0&article=0&posits=1350&sortby=20&search=,"http://mds.kallisto.ru/Teodor_Stardzhon_-_Bystryj,_kak_molnija,_gladkij,_kak_shjolk.mp3",275
Анри Труайя,Удивительное приключение мистера Бредборо,1999-04-29,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=252&filter=0&article=0&posits=1350&sortby=20&search=,http://mds.kallisto.ru/Anri_Truajja_-_Udivitel'nye_prikljuchenija_mistera_Bredbora.mp3,252
Анри Труайя,Подопытные кролики,1999-04-29,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=251&filter=0&article=0&posits=1350&sortby=20&search=,http://mds.kallisto.ru/Anri_Truajja_-_Podopytnye_kroliki.mp3,251
Анри Труайя,Ошибка,1999-04-29,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=250&filter=0&article=0&posits=1350&sortby=20&search=,http://mds.kallisto.ru/Anri_Truajja_-_Oshibka.mp3,250
Спрэг де Камп,Веер императора,1999-05-06,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=254&filter=0&article=0&posits=1350&sortby=20&search=,http://mds.kallisto.ru/Spreg_De_Kamp_-_Veer_imperatora_106.8.mp3,254
Ларри Нивен,Загадай желание,1999-05-06,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=253&filter=0&article=0&posits=1350&sortby=20&search=,http://mds.kallisto.ru/Larri_Niven_-_Zagadaj_zhelanie.mp3,253
Лайза Голдстайн,Новая игра,1999-05-13,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=256&filter=0&article=0&posits=1350&sortby=20&search=,http://mds.kallisto.ru/Lajza_Goldstajn_-_Novaja_igra.mp3,256
Джордж Мартин,Одинокие песни Ларена Дорра,1999-05-13,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=255&filter=0&article=0&posits=1350&sortby=20&search=,http://mds.kallisto.ru/Dzhordzh_Martin_-_Odinokie_pesni_Larena_Dorra.mp3,255
Дуглас Коупленд,Поколение Икс (часть 1),1999-05-20,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=257&filter=0&article=0&posits=1350&sortby=20&search=,http://mds.kallisto.ru/Duglas_Kouplend_-_Pokolenie_X_01.mp3,257
Дуглас Коупленд,Поколение Икс (часть 2),1999-05-27,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=258&filter=0&article=0&posits=1350&sortby=20&search=,http://mds.kallisto.ru/Duglas_Kouplend_-_Pokolenie_X_02.mp3,258
Дуглас Коупленд,Поколение Икс (часть 3),1999-06-03,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=259&filter=0&article=0&posits=1350&sortby=20&search=,http://mds.kallisto.ru/Duglas_Kouplend_-_Pokolenie_X_03.mp3,259
Дуглас Коупленд,Поколение Икс (часть 5),1999-06-10,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=261&filter=0&article=0&posits=1350&sortby=20&search=,http://mds.kallisto.ru/Duglas_Kouplend_-_Pokolenie_X_05.mp3,261
Дуглас Коупленд,Поколение Икс (часть 4),1999-06-10,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=260&filter=0&article=0&posits=1350&sortby=20&search=,http://mds.kallisto.ru/Duglas_Kouplend_-_Pokolenie_X_04.mp3,260
Дуглас Коупленд,Поколение Икс (часть 6),1999-06-17,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=262&filter=0&article=0&posits=1350&sortby=20&search=,http://mds.kallisto.ru/Duglas_Kouplend_-_Pokolenie_X_06.mp3,262
Марк Рич,Чистое волшебство!,1999-06-24,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=264&filter=0&article=0&posits=1350&sortby=20&search=,http://mds.kallisto.ru/Mark_Rich_-_Chistoe_volshebstvo_106.8.mp3,264
Джеральд Керш,Что случилось с капралом Куку?,1999-03-04,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=236&filter=0&article=0&posits=1350&sortby=20&search=,http://mds.kallisto.ru/Dzheral'd_Kersh_-_Chto_sluchilos'_s_kapralom_Kuku!.mp3,236
Рэй Бредбери,Земляне,1999-03-11,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1309&filter=0&article=0&posits=1350&sortby=20&search=,http://mds.kallisto.ru/Rej_Bredberi_-_Zemlyane.mp3,1309
Джон Уайл,Информация,1999-03-11,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=238&filter=0&article=0&posits=1350&sortby=20&search=,http://mds.kallisto.ru/Dzhon_Uajl_-_Informacija.mp3,238
Уильям Тенн,Дезертир,1999-03-18,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=241&filter=0&article=0&posits=1350&sortby=20&search=,http://mds.kallisto.ru/Uil'jam_Tenn_-_Dezertir.mp3,241
Уильям Тенн,Вперёд на Восток,1999-03-18,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=240&filter=0&article=0&posits=1350&sortby=20&search=,http://mds.kallisto.ru/Uil'jam_Tenn_-_Vpered_na_vostok_ch1.mp3,240
Уильям Тенн,Маскулинистский переворот,1999-03-25,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=242&filter=0&article=0&posits=1350&sortby=20&search=,http://mds.kallisto.ru/Uil'jam_Tenn_-_Muskulinistskij_perevorot.mp3,242
Михаил Успенский,Семь разговоров в Атлантиде,1999-04-01,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=243&filter=0&article=0&posits=1350&sortby=20&search=,http://mds.kallisto.ru/Mihail_Uspenskij_-_Sem'_razgovorov_v_Atlantide.mp3,243
Ричард Хьюз,Незнакомец,1999-04-08,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=245&filter=0&article=0&posits=1350&sortby=20&search=,http://mds.kallisto.ru/Richard_H'juz_-_Neznakomec.mp3,245
Жан Рэй,Чёрное зеркало,1999-04-08,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=244&filter=0&article=0&posits=1350&sortby=20&search=,http://mds.kallisto.ru/Zhan_Rej_-_Chernoe_zerkalo.mp3,244
Сергей Лукьяненко,Запах свободы,1999-04-15,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=248&filter=0&article=0&posits=1350&sortby=20&search=,http://mds.kallisto.ru/Sergej_Luk'janenko_-_Zapah_svobody.mp3,248
Владимир Покровский,Самая последняя в мире война,1999-04-15,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=247&filter=0&article=0&posits=1350&sortby=20&search=,http://mds.kallisto.ru/Vladimir_Pokrovskij_-_Samaja_poslednjaja_v_mire_vojna.mp3,247
Владимир Покровский,Допинг-контроль,1999-04-15,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=246&filter=0&article=0&posits=1350&sortby=20&search=,http://mds.kallisto.ru/Vladimir_Pokrovskij_-_Doping-kontrol'.mp3,246
Филип К. Дик,Вера наших отцов,1999-04-22,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=249&filter=0&article=0&posits=1350&sortby=20&search=,http://mds.kallisto.ru/Filip_Dik_-_Vera_nashih_otcov.mp3,249
Роберт Шекли,Тело,1999-02-18,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=232&filter=0&article=0&posits=1400&sortby=20&search=,http://mds.kallisto.ru/Robert_Shekli_-_Telo.mp3,232
Роберт Шекли,Предел желаний,1999-02-18,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=231&filter=0&article=0&posits=1400&sortby=20&search=,http://mds.kallisto.ru/kallisto/nodate/robert_shekli-predel_jelany.mp3,231
Роберт Шекли,О высоких материях,1999-02-18,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=230&filter=0&article=0&posits=1400&sortby=20&search=,http://mds.kallisto.ru/Robert_Shekli_-_O_vysokih_materijah.mp3,230
Роберт Шекли,"Извините, что врываюсь в ваш сон",1999-02-18,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=229&filter=0&article=0&posits=1400&sortby=20&search=,"http://mds.kallisto.ru/Robert_Shekli_-_'Izvinite,_chto_vryvajus'_v_vash_son...'.mp3",229
Роберт Шекли,Записки о Лангранаке,1999-02-18,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=228&filter=0&article=0&posits=1400&sortby=20&search=,http://mds.kallisto.ru/Robert_Shekli_-_Zapiski_o_Langranake.mp3,228
Роберт Шекли,Заказ,1999-02-18,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=227&filter=0&article=0&posits=1400&sortby=20&search=,http://mds.kallisto.ru/kallisto/nodate/robert_shekli-zakaz.mp3,227
Альфред Ван Вогт,Часы времени,1999-02-25,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=235&filter=0&article=0&posits=1400&sortby=20&search=,http://mds.kallisto.ru/Al'fred_Van_Vogt_-_Chasy_vremeni.mp3,235
Альфред Бестер,Феномен исчезновения,1999-02-25,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=234&filter=0&article=0&posits=1400&sortby=20&search=,http://mds.kallisto.ru/Al'fred_Bester_-_Fenomen_ischeznovenija.mp3,234
Фредерик Пол,Вот именно,1999-03-04,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=237&filter=0&article=0&posits=1400&sortby=20&search=,http://mds.kallisto.ru/Frederik_Pol_-_Vot_imenno....mp3,237
Клиффорд Саймак,Заповедник гоблинов (часть 3),1998-11-26,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=214&filter=0&article=0&posits=1400&sortby=20&search=,,214
Клиффорд Саймак,Заповедник гоблинов (часть 4),1998-12-03,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=215&filter=0&article=0&posits=1400&sortby=20&search=,,215
Клиффорд Саймак,Заповедник гоблинов (часть 5),1998-12-10,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=216&filter=0&article=0&posits=1400&sortby=20&search=,,216
Мэри Шелли,Голос,1998-12-17,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=219&filter=0&article=0&posits=1400&sortby=20&search=,http://mds.kallisto.ru/Mary_Shelli_-_Golos.mp3,219
Алексей Соколовский,Чужой,1998-12-17,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=218&filter=0&article=0&posits=1400&sortby=20&search=,http://mds.kallisto.ru/Aleksey_Sokolovskij_-_Chuzhoj.mp3,218
Алексей Соколовский,Призовая игра,1998-12-17,Станция,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=217&filter=0&article=0&posits=1400&sortby=20&search=,http://mds.kallisto.ru/kallisto/nodate/aleksey_sokolovskiy-prizovaya_igra.mp3,217
