author,title,date,station,url,mp3_url,story_id
Бертрам Флетчер Робинсон,Битва у моста через ручей (Часть 2),2013-06-05,Подкаст,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1641&filter=0&article=0&posits=50&sortby=20&search=,http://mds.kallisto.ru/hell/podcast/272_Bertram_Fletcher_Robinson_-_Bitva_u_mosta_cherez_ruchei_(Chast_2).mp3,1641
Ольга Громыко,Один к двум (Часть 1),2013-06-13,Подкаст,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1642&filter=0&article=0&posits=50&sortby=20&search=,http://mds.kallisto.ru/hell/podcast/273_Olga_Gromyko_-_Odin_k_dvum_(Chast_1).mp3,1642
Олег Дивов,Между дьяволом и глубоким синим морем (Часть 2),2012-12-26,Подкаст,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1618&filter=0&article=0&posits=50&sortby=20&search=,http://mds.kallisto.ru/hell/podcast/249_Oleg_Divov_-_Mezhdu_dyavolom_i_glubokim_sinim_morem_(chast_2).mp3,1618
Олег Дивов,Между дьяволом и глубоким синим морем (Часть 3),2013-01-09,Подкаст,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1619&filter=0&article=0&posits=50&sortby=20&search=,http://mds.kallisto.ru/hell/podcast/250_Oleg_Divov_-_Mezhdu_dyavolom_i_glubokim_sinim_morem_(chast_3).mp3,1619
Олег Дивов,Между дьяволом и глубоким синим морем (Часть 4),2013-01-16,Подкаст,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1620&filter=0&article=0&posits=50&sortby=20&search=,http://mds.kallisto.ru/hell/podcast/251_Oleg_Divov_-_Mezhdu_dyavolom_i_glubokim_sinim_morem_(chast_4).mp3,1620
Андрей Дашков,Месть инвалида,2013-01-23,Подкаст,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1621&filter=0&article=0&posits=50&sortby=20&search=,http://mds.kallisto.ru/hell/podcast/252_Andrei_Dashkov_-_Mest_invalida.mp3,1621
Наталья Колесова,Северный ветер (Часть 1),2013-01-30,Подкаст,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1622&filter=0&article=0&posits=50&sortby=20&search=,http://mds.kallisto.ru/hell/podcast/253_Natalya_Kolesova_-_Severnyi_veter_(chast_1).mp3,1622
Наталья Колесова,Северный ветер (Часть 2),2013-02-06,Подкаст,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1623&filter=0&article=0&posits=50&sortby=20&search=,http://mds.kallisto.ru/hell/podcast/254_Natalya_Kolesova_-_Severnyi_veter_(chast_2).mp3,1623
Павел Корнев,Аутодафе,2013-02-13,Подкаст,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1624&filter=0&article=0&posits=50&sortby=20&search=,http://mds.kallisto.ru/hell/podcast/255_Pavel_Kornev_-_Autodafe.mp3,1624
Алексей Пехов,Ключ от рая (Часть 1),2013-02-20,Подкаст,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1625&filter=0&article=0&posits=50&sortby=20&search=,http://mds.kallisto.ru/hell/podcast/256_Aleksei_Pehov_-_Klyuch_ot_raya_(Chast_1).mp3,1625
Алексей Пехов,Ключ от рая (Часть 2),2013-02-27,Подкаст,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1626&filter=0&article=0&posits=50&sortby=20&search=,http://mds.kallisto.ru/hell/podcast/257_Aleksei_Pehov_-_Klyuch_ot_raya_(Chast_2).mp3,1626
Алексей Пехов,Ключ от рая (Часть 3),2013-03-06,Подкаст,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1627&filter=0&article=0&posits=50&sortby=20&search=,http://mds.kallisto.ru/hell/podcast/258_Aleksei_Pehov_-_Klyuch_ot_raya_(Chast_3).mp3,1627
Алексей Пехов,Ключ от рая (Часть 4),2013-03-13,Подкаст,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1628&filter=0&article=0&posits=50&sortby=20&search=,http://mds.kallisto.ru/hell/podcast/259_Aleksei_Pehov_-_Klyuch_ot_raya_(Chast_4).mp3,1628
Артур Конан Дойль,Призрак бродит по Лондону,2013-03-20,Подкаст,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1629&filter=0&article=0&posits=50&sortby=20&search=,http://mds.kallisto.ru/hell/podcast/260_Artur_Konan_Doil_-_Prizrak_brodit_po_Londonu.mp3,1629
Дэн Шорин,Коты не умеют улыбаться,2013-03-27,Подкаст,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1630&filter=0&article=0&posits=50&sortby=20&search=,http://mds.kallisto.ru/hell/podcast/261_Den_Shorin_-_Koty_ne_umeyut_ulybatsya.mp3,1630
Олег Дивов,Между дьяволом и глубоким синим морем (Часть 1),2012-12-19,Подкаст,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1617&filter=0&article=0&posits=50&sortby=20&search=,http://mds.kallisto.ru/hell/podcast/248_Oleg_Divov_-_Mezhdu_dyavolom_i_glubokim_sinim_morem_(chast_1).mp3,1617
Марина Ясинская и Майк Гелприн,Восемнадцать пуль в голову (Часть 3),2012-08-08,Подкаст,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1608&filter=0&article=0&posits=100&sortby=20&search=,http://mds.kallisto.ru/hell/podcast/239_Marina_Yasinskaya_i_Maik_Gelprin_-_Vosemnadcat_pul_v_golovu_(Chast_3).mp3,1608
Леонид Каганов,Когда меня отпустит (Часть 1),2012-10-24,Подкаст,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1609&filter=0&article=0&posits=100&sortby=20&search=,http://mds.kallisto.ru/hell/podcast/240_Leonid_Kaganov_-_Kogda_menya_otpustit_(Chast_1).mp3,1609
Леонид Каганов,Когда меня отпустит (Часть 2),2012-10-31,Подкаст,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1610&filter=0&article=0&posits=100&sortby=20&search=,http://mds.kallisto.ru/hell/podcast/241_Leonid_Kaganov_-_Kogda_menya_otpustit_(Chast_2).mp3,1610
Сергей Чекмаев,Потомственный присяжный,2012-11-09,Подкаст,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1611&filter=0&article=0&posits=100&sortby=20&search=,http://mds.kallisto.ru/hell/podcast/242_Sergei_Chekmaev_-_Potomstvennyi_prisyazhnyi.mp3,1611
Максим Хорсун,Клинопись (Часть 1),2012-11-14,Подкаст,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1612&filter=0&article=0&posits=100&sortby=20&search=,http://mds.kallisto.ru/hell/podcast/243_Maksim_horsun_-_Klinopis_(Chast_1).mp3,1612
Максим Хорсун,Клинопись (Часть 2),2012-11-23,Подкаст,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1613&filter=0&article=0&posits=100&sortby=20&search=,http://mds.kallisto.ru/hell/podcast/244_Maksim_horsun_-_Klinopis_(Chast_2).mp3,1613
Максим Хорсун,Клинопись (Часть 3),2012-11-28,Подкаст,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1614&filter=0&article=0&posits=100&sortby=20&search=,http://mds.kallisto.ru/hell/podcast/245_Maksim_horsun_-_Klinopis_(Chast_3).mp3,1614
Майк Гелприн,Смерть на шестерых (часть 1),2012-12-05,Подкаст,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1615&filter=0&article=0&posits=100&sortby=20&search=,http://mds.kallisto.ru/hell/podcast/246_Maik_Gelprin_-_Smert_na_shesteryh_(chast_1).mp3,1615
Майк Гелприн,Смерть на шестерых (часть 2),2012-12-12,Подкаст,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1616&filter=0&article=0&posits=100&sortby=20&search=,http://mds.kallisto.ru/hell/podcast/247_Maik_Gelprin_-_Smert_na_shesteryh_(chast_2).mp3,1616
Иван Наумов,Мумбачья площадка,2012-03-29,Пионер FM,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1330&filter=0&article=0&posits=100&sortby=20&search=,http://mds.kallisto.ru/pionerfm/Ivan_Naumov_-_Mumbachija_ploscshadka.mp3,1330
Эрих Мария Ремарк,Смерть взаймы (Часть 2),2012-04-02,Подкаст,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1599&filter=0&article=0&posits=100&sortby=20&search=,http://mds.kallisto.ru/hell/podcast/230_Erih_Mariya_Remark_-_Smert_vzaimy_(Chast_2).mp3,1599
Сергей Цветков,Посредник,2012-04-05,Пионер FM,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1332&filter=0&article=0&posits=100&sortby=20&search=,http://mds.kallisto.ru/pionerfm/Sergey_Tsvetkov_-_Posrednik.mp3,1332
Сергей Чекмаев,Лауреат,2012-04-05,Подкаст,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1600&filter=0&article=0&posits=100&sortby=20&search=,http://mds.kallisto.ru/hell/podcast/231_Sergei_Chekmaev_-_Laureat.mp3,1600
Дарья Булатникова,"Запах угля, вкус крови",2012-04-05,Пионер FM,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1331&filter=0&article=0&posits=100&sortby=20&search=,"http://mds.kallisto.ru/pionerfm/Darjya_Bulatnikova_-_Zapah_uglya,vkus_krovi.mp3",1331
Александр Бачило,Мерцающий,2012-04-09,Подкаст,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1601&filter=0&article=0&posits=100&sortby=20&search=,http://mds.kallisto.ru/hell/podcast/232_Aleksandr_Bachilo_-_Mercayushhii.mp3,1601
Роберт Льюис Стивенсон,Дом старости,2012-04-12,Пионер FM,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1334&filter=0&article=0&posits=100&sortby=20&search=,http://mds.kallisto.ru/pionerfm/Robert_Ljuis_Stivenson_-_Dom_Starosti.mp3,1334
Джером К. Джером,Кот Дика Данкермана,2012-04-12,Пионер FM,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1333&filter=0&article=0&posits=100&sortby=20&search=,http://mds.kallisto.ru/pionerfm/Dzherom_K._Dzherom_-_Kot_Dika_Dankermana.mp3,1333
Леонид Каганов,Гастарбайтер,2012-04-24,Подкаст,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1602&filter=0&article=0&posits=100&sortby=20&search=,http://mds.kallisto.ru/hell/podcast/233_Leonid_Kaganov_-_Gastarbaiter.mp3,1602
Юрий Погуляй,Экоцентр,2012-04-28,Подкаст,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1603&filter=0&article=0&posits=100&sortby=20&search=,http://mds.kallisto.ru/hell/podcast/234_Yurii_Pogulyai_-_Ekocentr.mp3,1603
Катерина Довжук,Качибейская опера (Часть 1),2012-05-12,Подкаст,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1604&filter=0&article=0&posits=100&sortby=20&search=,http://mds.kallisto.ru/hell/podcast/235_Katerina_Dovzhuk_-_Kachibeiskaya_opera_(Chast_1).mp3,1604
Катерина Довжук,Качибейская опера (Часть 2),2012-05-17,Подкаст,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1605&filter=0&article=0&posits=100&sortby=20&search=,http://mds.kallisto.ru/hell/podcast/236_Katerina_Dovzhuk_-_Kachibeiskaya_opera_(Chast_2).mp3,1605
Марина Ясинская и Майк Гелприн,Восемнадцать пуль в голову (Часть 1),2012-07-25,Подкаст,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1606&filter=0&article=0&posits=100&sortby=20&search=,http://mds.kallisto.ru/hell/podcast/237_Marina_Yasinskaya_i_Maik_Gelprin_-_Vosemnadcat_pul_v_golovu_(Chast_1).mp3,1606
Марина Ясинская и Майк Гелприн,Восемнадцать пуль в голову (Часть 2),2012-08-01,Подкаст,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1607&filter=0&article=0&posits=100&sortby=20&search=,http://mds.kallisto.ru/hell/podcast/238_Marina_Yasinskaya_i_Maik_Gelprin_-_Vosemnadcat_pul_v_golovu_(Chast_2).mp3,1607
Алексей Пехов,Ведьмин Яр (Часть 1),2011-12-26,Подкаст,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1592&filter=0&article=0&posits=100&sortby=20&search=,http://mds.kallisto.ru/hell/podcast/223_Aleksei_Pehov_-_Vedmin_Yar_(Chast_1).mp3,1592
Алексей Пехов,Ведьмин Яр (Часть 2),2012-01-02,Подкаст,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1593&filter=0&article=0&posits=100&sortby=20&search=,http://mds.kallisto.ru/hell/podcast/224_Aleksei_Pehov_-_Vedmin_Yar_(Chast_2).mp3,1593
Алексей Пехов,Ведьмин Яр (Часть 3),2012-01-09,Подкаст,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1594&filter=0&article=0&posits=100&sortby=20&search=,http://mds.kallisto.ru/hell/podcast/225_Aleksei_Pehov_-_Vedmin_Yar_(Chast_3).mp3,1594
Алексей Пехов,Ведьмин Яр (Часть 4),2012-01-16,Подкаст,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1595&filter=0&article=0&posits=100&sortby=20&search=,http://mds.kallisto.ru/hell/podcast/226_Aleksei_Pehov_-_Vedmin_Yar_(Chast_4).mp3,1595
Леонид Каганов,Далёкая гейПарадуга,2012-02-23,Пионер FM,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1324&filter=0&article=0&posits=100&sortby=20&search=,http://mds.kallisto.ru/pionerfm/Leonid_Kaganov_-_Dalekaya_geyParaduga.mp3,1324
Дмитрий Володихин,Десантно-штурмовой блюз,2012-03-01,Пионер FM,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1325&filter=0&article=0&posits=100&sortby=20&search=,http://mds.kallisto.ru/pionerfm/Dmitrij_Volodihin_-_Desantno-shturmovoj_bljuz.mp3,1325
Сергей Чекмаев,Лауреат,2012-03-01,Пионер FM,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1326&filter=0&article=0&posits=100&sortby=20&search=,http://mds.kallisto.ru/pionerfm/Sergey_Chekmaev_-_Laureat.mp3,1326
Мария Гинзбург,Э.М.Ремарк - Смерть Взаймы,2012-03-08,Пионер FM,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1327&filter=0&article=0&posits=100&sortby=20&search=,http://mds.kallisto.ru/pionerfm/Maria_Ginzburg_-_Erih-Maria_Remark-Smert_Vzaimy.mp3,1327
Артур Конан Дойл,Литературная смесь,2012-03-15,Пионер FM,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1328&filter=0&article=0&posits=100&sortby=20&search=,http://mds.kallisto.ru/pionerfm/Artur_K.Doyle_-_Literaturnaya_smes.mp3,1328
Герберт Уэллс,Плесень Бадамы (Часть 2),2012-03-19,Подкаст,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1597&filter=0&article=0&posits=100&sortby=20&search=,http://mds.kallisto.ru/hell/podcast/228_Gerbert_Uells_-_Plesen_Badamy_(Chast_2).mp3,1597
Герберт Уэллс,Плесень Бадамы (Часть 1),2012-03-19,Подкаст,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1596&filter=0&article=0&posits=100&sortby=20&search=,http://mds.kallisto.ru/hell/podcast/227_Gerbert_Uells_-_Plesen_Badamy_(Chast_1).mp3,1596
Михаил Кликин,Наш упырь,2012-03-22,Пионер FM,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1329&filter=0&article=0&posits=100&sortby=20&search=,http://mds.kallisto.ru/pionerfm/Mihail_Klikin_-_Nash_Upyr.mp3,1329
Эрих Мария Ремарк,Смерть взаймы (Часть 1),2012-03-26,Подкаст,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1598&filter=0&article=0&posits=100&sortby=20&search=,http://mds.kallisto.ru/hell/podcast/229_Erih_Mariya_Remark_-_Smert_vzaimy_(Chast_1).mp3,1598
Леонид Каганов,Проблема размерности,2011-09-07,Подкаст,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1578&filter=0&article=0&posits=100&sortby=20&search=,http://mds.kallisto.ru/hell/podcast/209_Leonid_Kaganov_-_Problema_razmernosti.mp3,1578
Татьяна Кигим,Сингулярная невозможность,2011-09-12,Подкаст,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1579&filter=0&article=0&posits=100&sortby=20&search=,http://mds.kallisto.ru/hell/podcast/210_Tatyana_Kigim_-_Singulyarnaya_nevozmozhnost.mp3,1579
Андрей Егоров,Мой персональный клоун (Часть 1),2011-09-19,Подкаст,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1580&filter=0&article=0&posits=100&sortby=20&search=,http://mds.kallisto.ru/hell/podcast/211_Andrei_Egorov_-_Moi_personalnyi_kloun_(Chast_1).mp3,1580
Андрей Егоров,Мой персональный клоун (Часть 2),2011-09-23,Подкаст,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1581&filter=0&article=0&posits=100&sortby=20&search=,http://mds.kallisto.ru/hell/podcast/212_Andrei_Egorov_-_Moi_personalnyi_kloun_(Chast_2).mp3,1581
Виктор Войников,Резонанс,2011-09-26,Подкаст,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1582&filter=0&article=0&posits=100&sortby=20&search=,http://mds.kallisto.ru/hell/podcast/213_Viktor_Voinikov_-_Rezonans.mp3,1582
Леонид Каганов,Дело правое (Часть 1),2011-10-03,Подкаст,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1583&filter=0&article=0&posits=100&sortby=20&search=,http://mds.kallisto.ru/hell/podcast/214_Leonid_Kaganov_-_Delo_pravoe_(Chast_1).mp3,1583
Леонид Каганов,Дело правое (Часть 2),2011-10-10,Подкаст,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1584&filter=0&article=0&posits=100&sortby=20&search=,http://mds.kallisto.ru/hell/podcast/215_Leonid_Kaganov_-_Delo_pravoe_(Chast_2).mp3,1584
Павел Корнев,Одержимость (Часть 1),2011-11-24,Подкаст,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1585&filter=0&article=0&posits=100&sortby=20&search=,http://mds.kallisto.ru/hell/podcast/216_Pavel_Kornev_-_Oderzhimost_(Chast_1).mp3,1585
Павел Корнев,Одержимость (Часть 2),2011-11-25,Подкаст,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1586&filter=0&article=0&posits=100&sortby=20&search=,http://mds.kallisto.ru/hell/podcast/217_Pavel_Kornev_-_Oderzhimost_(Chast_2).mp3,1586
Виталий Зыков,Наследство братства сумерек (Часть 1),2011-11-28,Подкаст,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1587&filter=0&article=0&posits=100&sortby=20&search=,http://mds.kallisto.ru/hell/podcast/218_Vitalii_Zykov_-_Nasledstvo_bratstva_sumerek_(Chast_1).mp3,1587
Виталий Зыков,Наследство братства сумерек (Часть 2),2011-12-02,Подкаст,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1588&filter=0&article=0&posits=100&sortby=20&search=,http://mds.kallisto.ru/hell/podcast/219_Vitalii_Zykov_-_Nasledstvo_bratstva_sumerek_(Chast_2).mp3,1588
